"Gene.stable.ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene.name","Gene.type"
"ENSG00000000003",720.112908167337,-2.59330340325911,0.150642208146412,-17.2149853296005,2.04999687817024e-66,4.07106845174284e-65,"TSPAN6","protein_coding"
"ENSG00000000457",227.028445524537,1.44806178528529,0.243516727747938,5.94645714352801,2.74008231574701e-09,9.39678604612602e-09,"SCYL3","protein_coding"
"ENSG00000000460",403.394072165322,-1.12866217405881,0.188170725864721,-5.9980752525248,1.99669993147301e-09,6.9259366587045e-09,"C1orf112","protein_coding"
"ENSG00000000971",12.7897272165705,-5.20732995119717,1.19256851335851,-4.36648284175499,1.26263201484522e-05,3.26522762689596e-05,"CFH","protein_coding"
"ENSG00000001036",648.227348667717,-2.19441714611305,0.145933364392639,-15.0371174902053,4.19419267184587e-51,6.13122078502686e-50,"FUCA2","protein_coding"
"ENSG00000001084",918.413880552967,-1.19767075570103,0.154725837613419,-7.74059959328443,9.89490582638486e-15,4.61089278623916e-14,"GCLC","protein_coding"
"ENSG00000001497",961.180034767232,1.195929447535,0.127262563055691,9.39733900386442,5.59603933850641e-21,3.47891423488863e-20,"LAS1L","protein_coding"
"ENSG00000001561",1288.21925837645,-1.43298287744077,0.12445718011605,-11.5138626482184,1.12331835771449e-30,9.76770503001162e-30,"ENPP4","protein_coding"
"ENSG00000002587",78.8794124094006,1.68633571532136,0.379089163316089,4.44838807991794,8.6517109753773e-06,2.27430360833895e-05,"HS3ST1","protein_coding"
"ENSG00000002746",17.3374108359242,-6.48069344666319,1.251708883412,-5.17747659423621,2.2490714937705e-07,6.75251429011488e-07,"HECW1","protein_coding"
"ENSG00000002834",6006.53135811861,-1.88894938314791,0.0853764422631756,-22.1249484409898,1.81845739426369e-108,7.12317420717402e-107,"LASP1","protein_coding"
"ENSG00000002919",348.300599847034,-1.1675170021684,0.187312083676569,-6.23300418879727,4.57573931181287e-10,1.66121021686212e-09,"SNX11","protein_coding"
"ENSG00000003056",2602.21690186114,-1.49391414076773,0.100978755048073,-14.7943410478424,1.59337134736112e-49,2.25042786329743e-48,"M6PR","protein_coding"
"ENSG00000003096",197.135498643242,-2.10048524035837,0.247558892778333,-8.48479009089431,2.16108488567326e-17,1.142260762279e-16,"KLHL13","protein_coding"
"ENSG00000003137",349.235074410957,-5.14428848456713,0.257961299598688,-19.9420939984801,1.75559636752627e-88,5.01173076239104e-87,"CYP26B1","protein_coding"
"ENSG00000003147",771.006515036358,4.53072568398496,0.21914167901278,20.6748698120577,5.83238926399956e-95,1.84321774546869e-93,"ICA1","protein_coding"
"ENSG00000003400",18.7692817893194,2.07104766255792,0.81141522786707,2.55238944430707,0.0106986857411302,0.0193452184360083,"CASP10","protein_coding"
"ENSG00000003756",1716.52738626604,1.09526895783555,0.124953006922522,8.76544698531884,1.86037060050254e-18,1.03721445179561e-17,"RBM5","protein_coding"
"ENSG00000004139",406.765421656306,1.95506597987998,0.197718485535099,9.88812945126932,4.68703607136568e-23,3.18182190733653e-22,"SARM1","protein_coding"
"ENSG00000004399",157.42309961944,-2.45246991413218,0.272821069399693,-8.98929807557943,2.48814375926919e-19,1.43309503032093e-18,"PLXND1","protein_coding"
"ENSG00000004534",1996.49145194056,1.94569673369342,0.116859548585122,16.649873777975,3.03241116529583e-62,5.607991557638e-61,"RBM6","protein_coding"
"ENSG00000004700",2204.37341712913,-1.14257451864051,0.112332588737443,-10.1713539363992,2.66182596007836e-24,1.8824856220151e-23,"RECQL","protein_coding"
"ENSG00000004766",836.568728436505,-1.16358048609722,0.152006673472647,-7.65479869741773,1.93615287851239e-14,8.89381193226336e-14,"VPS50","protein_coding"
"ENSG00000004776",47.2640392282983,2.07875637970731,0.554952728943784,3.7458260339826,0.000179801163154175,0.000413080246525222,"HSPB6","protein_coding"
"ENSG00000004777",288.645900851092,2.33151002232305,0.270003810601638,8.63510043479699,5.86754628282894e-18,3.19338040500726e-17,"ARHGAP33","protein_coding"
"ENSG00000004799",32.7045657272765,-6.6237482015696,0.979824068820239,-6.76014032758447,1.3785815171746e-11,5.46555869108464e-11,"PDK4","protein_coding"
"ENSG00000004838",24.2770674160456,2.47076549303482,0.76127145080942,3.2455775011762,0.00117212654776385,0.00244484227712108,"ZMYND10","protein_coding"
"ENSG00000004846",7.96300525596049,2.80462952647919,1.26457794868015,2.21783839375532,0.0265658532639322,0.0446673205716956,"ABCB5","protein_coding"
"ENSG00000004848",14.5307196507182,2.41148039370929,0.925382998591051,2.60592684043354,0.00916260299973035,0.0167693576334371,"ARX","protein_coding"
"ENSG00000004866",2031.37142883104,1.54323555216795,0.11916111689384,12.9508315497144,2.32422686880531e-38,2.49290580593881e-37,"ST7","protein_coding"
"ENSG00000004897",8735.53472824141,-1.68214069791181,0.116632322850486,-14.422594498681,3.73051003434817e-47,4.9729177814703e-46,"CDC27","protein_coding"
"ENSG00000004961",763.793038358867,-1.16315639582974,0.131517927638108,-8.84409005463003,9.22771722600058e-19,5.21317569677998e-18,"HCCS","protein_coding"
"ENSG00000005007",1203.84822028292,1.7044325214803,0.134074763163566,12.7125529164721,5.03629898937374e-37,5.22583480217572e-36,"UPF1","protein_coding"
"ENSG00000005059",304.587106029594,-4.95996368416392,0.272727623165931,-18.1865101399949,6.60118352287788e-74,1.49626826518565e-72,"MCUB","protein_coding"
"ENSG00000005073",225.128011161815,-8.57570686620789,0.682036091104841,-12.5736848504834,2.94663055813898e-36,2.992115459372e-35,"HOXA11","protein_coding"
"ENSG00000005102",2.87430218237454,-6.23379056446331,2.30789694060384,-2.70106972923682,0.00691168461926182,0.0129193159804718,"MEOX1","protein_coding"
"ENSG00000005187",515.883487133415,2.84731730120184,0.189997309233241,14.9860927646426,9.052431596931e-51,1.31300937147097e-49,"ACSM3","protein_coding"
"ENSG00000005206",334.892772033261,1.20395408679896,0.231525588288342,5.20009082235678,1.99191168957447e-07,5.99977580953326e-07,"SPPL2B","protein_coding"
"ENSG00000005243",15.6611047644649,-4.10733859440494,0.915735520331761,-4.48528915086411,7.28151208765533e-06,1.92729985368424e-05,"COPZ2","protein_coding"
"ENSG00000005249",368.69695974984,2.72979672222113,0.248411140291522,10.9890269776854,4.31553329704822e-28,3.47424110591764e-27,"PRKAR2B","protein_coding"
"ENSG00000005302",1955.6920753609,-1.63150620719599,0.111516960425327,-14.6301172572621,1.80475840616403e-48,2.48801773897601e-47,"MSL3","protein_coding"
"ENSG00000005379",138.852194695945,-1.20125251012322,0.277925433500413,-4.32221151908876,1.54472988583653e-05,3.96425538814065e-05,"TSPOAP1","protein_coding"
"ENSG00000005448",466.708161582888,-1.31062347164606,0.187149721093072,-7.00307467193214,2.50405281685875e-12,1.03320454389836e-11,"WDR54","protein_coding"
"ENSG00000005483",3931.98139508319,1.03353405323663,0.119361102846216,8.65888491804766,4.76401482234706e-18,2.60273687247523e-17,"KMT2E","protein_coding"
"ENSG00000005513",87.5775286474612,2.07935748133246,0.373815153933666,5.56252859053822,2.65893451647935e-08,8.55268227144992e-08,"SOX8","protein_coding"
"ENSG00000005810",2653.05282821981,2.73736555769156,0.132902042455761,20.5968659857334,2.92788631732602e-94,9.13379793425624e-93,"MYCBP2","protein_coding"
"ENSG00000005884",4002.40793784282,-4.69029645991861,0.124448552797463,-37.6886380314277,0,0,"ITGA3","protein_coding"
"ENSG00000005889",2363.73161239657,-2.20196208868581,0.132409955864239,-16.6298831104778,4.2341948434551e-62,7.8066556565393e-61,"ZFX","protein_coding"
"ENSG00000005961",25.4257341775759,-4.53305977790174,0.759832160219957,-5.9658698528758,2.43334187281884e-09,8.39002137262478e-09,"ITGA2B","protein_coding"
"ENSG00000005981",1.73732760092388,-6.1458914764398,2.8245684206036,-2.17586921655325,0.0295650412069809,0.0492066357881467,"ASB4","protein_coding"
"ENSG00000006007",4940.98985567863,-1.15878339635111,0.102761206764437,-11.2764673833329,1.714951398629e-29,1.44502413706964e-28,"GDE1","protein_coding"
"ENSG00000006016",17.5209118634647,-3.84340675167453,0.825230548739563,-4.65737333348221,3.2026935098728e-06,8.78237477197561e-06,"CRLF1","protein_coding"
"ENSG00000006025",158.368038967141,-5.34435474193241,0.693868796960453,-7.70225547732335,1.33685268796432e-14,6.19497126153146e-14,"OSBPL7","protein_coding"
"ENSG00000006047",42.1313945533117,4.17316918945471,0.80047796506225,5.2133467398196,1.85463764162978e-07,5.59953455083234e-07,"YBX2","protein_coding"
"ENSG00000006062",654.204506725103,-2.29862055971816,0.149050651924613,-15.4217410661227,1.16909526890812e-53,1.79805961052908e-52,"MAP3K14","protein_coding"
"ENSG00000006071",75.2820500113683,3.72754179986793,0.517845302662483,7.19817632930705,6.10231988655177e-13,2.59257563730511e-12,"ABCC8","protein_coding"
"ENSG00000006194",483.790251159065,2.81612367838828,0.195083218662917,14.4354993611944,3.09396710778798e-47,4.14951555375797e-46,"ZNF263","protein_coding"
"ENSG00000006282",1595.12402740538,1.19275609066642,0.122306925112031,9.75215499509843,1.80593268910169e-22,1.20038491317336e-21,"SPATA20","protein_coding"
"ENSG00000006283",42.4639415227908,-3.8067724318026,0.551123736288257,-6.90729174076351,4.93993376414675e-12,2.0054656475342e-11,"CACNA1G","protein_coding"
"ENSG00000006327",2196.2313260019,-4.98770038567047,0.136902373411434,-36.4325340852995,1.3006986324842e-290,3.02762620145937e-288,"TNFRSF12A","protein_coding"
